phase,fov_deg,angle_label,angle_x_deg,angle_y_deg,depth_m,I_z_raw,I_z_eff,CRLB_z_raw,CRLB_z_eff,F_z_ax,F_z_ay,F_z_a,mu_sum
double_helix,90.0,y_neg_edge,0.0,-45.0,3.0,1503905.0,1503697.375,6.64935612348927e-07,6.650274144703872e-07,138829.296875,-7383862.0,-3.3527612686157227e-08,99999.984375
double_helix,90.0,y_pos_edge,0.0,45.0,3.0,1420969.5,1418972.625,7.03744888141955e-07,7.04735214185348e-07,-391299.4375,-22799860.0,-1.83063093572855e-07,99999.9765625
double_helix,90.0,corner_neg_neg,-45.0,-45.0,3.0,2169241.25,2161192.75,4.609906909536221e-07,4.627074474683468e-07,-28436724.0,-23543772.0,9.452924132347107e-08,100000.0078125
double_helix,90.0,corner_neg_pos,-45.0,45.0,3.0,2251304.25,2241747.25,4.441869521087938e-07,4.460806053430133e-07,-25786690.0,29501562.0,-4.190951585769653e-08,100000.015625
double_helix,90.0,corner_pos_neg,45.0,-45.0,3.0,2207024.25,2205584.25,4.5309877805266296e-07,4.533945912044146e-07,10543303.0,-10953015.0,-4.143294063396752e-08,99999.984375
double_helix,90.0,corner_pos_pos,45.0,45.0,3.0,2160193.75,2158807.75,4.629214345186483e-07,4.6321864033416205e-07,14258619.0,4828824.0,1.1175870895385742e-07,100000.0
double_helix,90.0,center,0.0,0.0,5.0,533689.9375,532755.0,1.8737471236818237e-06,1.8770354017760837e-06,2172577.75,2217719.25,7.776543498039246e-08,100000.0234375
double_helix,90.0,x_neg_edge,-45.0,0.0,5.0,1505196.875,1503941.25,6.643649044235644e-07,6.649195825048082e-07,-9189595.0,510384.34375,8.381903171539307e-09,100000.0
double_helix,90.0,x_pos_edge,45.0,0.0,5.0,1485618.75,1483802.0,6.731202120136004e-07,6.739443847436632e-07,11887287.0,591194.9375,-8.847564458847046e-09,100000.0
double_helix,90.0,y_neg_edge,0.0,-45.0,5.0,1505504.75,1504849.125,6.642290486524871e-07,6.645184384979075e-07,41588.71875,-7116381.5,4.237517714500427e-08,100000.0078125
double_helix,90.0,y_pos_edge,0.0,45.0,5.0,1433011.75,1432711.375,6.978310125305143e-07,6.979772706472431e-07,885478.3125,-184464.046875,4.936009645462036e-08,100000.015625
double_helix,90.0,corner_neg_neg,-45.0,-45.0,5.0,2155942.5,2154902.25,4.638342545604246e-07,4.640581607873173e-07,11662975.0,9183485.0,4.7497451305389404e-08,100000.0078125
double_helix,90.0,corner_neg_pos,-45.0,45.0,5.0,2119761.5,2098506.5,4.717511785656825e-07,4.7652937951170316e-07,-53443420.0,42086596.0,-4.98257577419281e-08,99999.9921875
double_helix,90.0,corner_pos_neg,45.0,-45.0,5.0,2130033.75,2125848.5,4.694761344126164e-07,4.704004084032931e-07,-25777014.0,14846514.0,3.41096892952919e-08,99999.984375
double_helix,90.0,corner_pos_pos,45.0,45.0,5.0,2065799.875,2063433.125,4.840740075451322e-07,4.846292540605646e-07,-11811782.0,-18385356.0,2.3166649043560028e-08,100000.015625
double_helix,90.0,center,0.0,0.0,7.0,523485.4375,523264.71875,1.9102728856523754e-06,1.9110786979581462e-06,1065578.875,1026137.0,2.062879502773285e-07,99999.9765625
double_helix,90.0,x_neg_edge,-45.0,0.0,7.0,1488422.25,1486636.625,6.718523763993289e-07,6.72659325573477e-07,-14556923.0,1027887.9375,2.9744114726781845e-08,99999.984375
double_helix,90.0,x_pos_edge,45.0,0.0,7.0,1480799.0,1480641.625,6.753110710633337e-07,6.753828643013549e-07,4922823.5,151377.8125,-4.423782229423523e-08,100000.0
double_helix,90.0,y_neg_edge,0.0,-45.0,7.0,1492103.375,1491711.0,6.701948791487666e-07,6.70371150590654e-07,677703.125,-5724547.5,5.21540641784668e-08,100000.015625
double_helix,90.0,y_pos_edge,0.0,45.0,7.0,1461178.875,1460859.5,6.843789037702663e-07,6.84528515648708e-07,-925099.25,672120.5,4.6566128730773926e-08,99999.9765625
double_helix,90.0,corner_neg_neg,-45.0,-45.0,7.0,2316903.25,2316421.75,4.316106014812249e-07,4.3170032881789666e-07,-3576454.25,7227346.5,-1.5366822481155396e-08,100000.0078125
double_helix,90.0,corner_neg_pos,-45.0,45.0,7.0,2199234.75,2197682.75,4.5470360987565073e-07,4.5502471834879543e-07,-14475599.0,11562539.0,0.0,99999.9921875
double_helix,90.0,corner_pos_neg,45.0,-45.0,7.0,2216553.25,2207663.0,4.511508961968502e-07,4.5296769712876994e-07,29340724.0,-33273332.0,2.9336661100387573e-08,100000.0
double_helix,90.0,corner_pos_pos,45.0,45.0,7.0,2214749.5,2214689.5,4.515183320563665e-07,4.5153055339142156e-07,1123465.25,3203999.25,2.3283064365386963e-09,100000.0078125
double_helix,90.0,center,0.0,0.0,10.0,528067.0625,527430.0,1.8936988226414542e-06,1.895986201816413e-06,-224173.5625,62010.78125,3.1385570764541626e-07,100000.0078125
double_helix,90.0,x_neg_edge,-45.0,0.0,10.0,1589815.125,1587426.5,6.290039777923084e-07,6.299504207163409e-07,29229626.0,-92985.28125,-8.207280188798904e-09,99999.984375
double_helix,90.0,x_pos_edge,45.0,0.0,10.0,1631013.75,1629547.75,6.131156169431051e-07,6.136671686363115e-07,-6852824.5,-1843000.625,5.122274160385132e-09,100000.0234375
double_helix,90.0,y_neg_edge,0.0,-45.0,10.0,1531495.625,1529671.125,6.529564871016191e-07,6.537352987834311e-07,444591.6875,24188864.0,9.313225746154785e-10,100000.015625
double_helix,90.0,y_pos_edge,0.0,45.0,10.0,1493664.0,1484822.0,6.694946250718203e-07,6.73481395097042e-07,874439.8125,-56967544.0,5.702895577996969e-08,100000.0078125
double_helix,90.0,corner_neg_neg,-45.0,-45.0,10.0,2088643.375,2077861.625,4.787796683558554e-07,4.81264009977167e-07,22643022.0,29226004.0,-5.122274160385132e-09,100000.0390625
double_helix,90.0,corner_neg_pos,-45.0,45.0,10.0,2241903.5,2239677.75,4.4604954041460587e-07,4.4649280539488245e-07,-19684152.0,-3034104.0,1.210719347000122e-08,99999.984375
double_helix,90.0,corner_pos_neg,45.0,-45.0,10.0,2113646.75,2113410.0,4.7311596063082106e-07,4.7316896711890877e-07,176629.53125,-5983448.5,3.655441105365753e-08,100000.015625
double_helix,90.0,corner_pos_pos,45.0,45.0,10.0,2138301.0,2135000.25,4.6766101036155305e-07,4.683840302277531e-07,14942146.0,14209457.0,1.30385160446167e-08,100000.0078125
multiring_spiral,90.0,center,0.0,0.0,1.0,661910.375,661615.0,1.5107785884538316e-06,1.5114529787751962e-06,-1967984.25,-1460064.125,4.5006163418293e-07,100000.0078125
multiring_spiral,90.0,x_neg_edge,-45.0,0.0,1.0,1465461.875,1464694.875,6.823786975473922e-07,6.827360721217701e-07,-7141251.5,812126.375,6.527407094836235e-07,100000.0
multiring_spiral,90.0,x_pos_edge,45.0,0.0,1.0,1571499.0,1570843.75,6.363351303662057e-07,6.366005322888668e-07,4373096.0,1860456.875,-4.7963112592697144e-08,99999.9921875
multiring_spiral,90.0,y_neg_edge,0.0,-45.0,1.0,1461161.25,1460376.125,6.843871460660012e-07,6.847550935162872e-07,817446.5,7246681.0,-4.149042069911957e-07,100000.0078125
multiring_spiral,90.0,y_pos_edge,0.0,45.0,1.0,1486889.5,1486768.125,6.72544956614729e-07,6.725998105139297e-07,65278.109375,-2986005.5,4.605390131473541e-07,99999.9921875
multiring_spiral,90.0,corner_neg_neg,-45.0,-45.0,1.0,2098733.0,2095074.25,4.7647796463934355e-07,4.773100386046281e-07,17175848.0,15208752.0,-5.848705768585205e-07,99999.984375
multiring_spiral,90.0,corner_neg_pos,-45.0,45.0,1.0,2078333.125,2078192.5,4.811548137695354e-07,4.811873850485426e-07,-1575062.0,4519363.5,4.493631422519684e-07,100000.015625
multiring_spiral,90.0,corner_pos_neg,45.0,-45.0,1.0,2118560.25,2117036.25,4.7201868369484146e-07,4.7235846523108194e-07,-9274720.0,11838067.0,-3.6694109439849854e-07,99999.96875
multiring_spiral,90.0,corner_pos_pos,45.0,45.0,1.0,2030955.125,2030569.125,4.923791721012094e-07,4.924727932120732e-07,-516292.125,-8309170.5,-6.924383342266083e-07,99999.984375
multiring_spiral,90.0,center,0.0,0.0,3.0,616701.4375,616658.375,1.6215301457123132e-06,1.621643377802684e-06,16312.134765625,-843937.375,-6.542541086673737e-08,99999.984375
multiring_spiral,90.0,x_neg_edge,-45.0,0.0,3.0,1493799.5,1493511.0,6.694338594570581e-07,6.695631782349665e-07,-6530063.0,815723.125,-3.46015440300107e-07,99999.96875
multiring_spiral,90.0,x_pos_edge,45.0,0.0,3.0,1446432.625,1446396.75,6.913560923749174e-07,6.913732590874133e-07,-2751528.0,-190729.3125,-2.270098775625229e-07,99999.9609375
multiring_spiral,90.0,y_neg_edge,0.0,-45.0,3.0,1422705.625,1422537.25,7.028860977698059e-07,7.029693165350182e-07,-740909.875,-3131443.0,1.387670636177063e-07,100000.0078125
multiring_spiral,90.0,y_pos_edge,0.0,45.0,3.0,1394264.625,1393076.375,7.17223940682743e-07,7.178357463999419e-07,-780601.625,16429143.0,-3.632158041000366e-08,99999.9921875
multiring_spiral,90.0,corner_neg_neg,-45.0,-45.0,3.0,2194183.25,2193403.25,4.5575043827739137e-07,4.5591252728627296e-07,5689981.0,9842593.0,-1.6763806343078613e-08,99999.984375
multiring_spiral,90.0,corner_neg_pos,-45.0,45.0,3.0,2218624.25,2217422.25,4.5072977172821993e-07,4.509740847424837e-07,-10083837.0,9625598.0,-1.5611294656991959e-07,99999.9921875
multiring_spiral,90.0,corner_pos_neg,45.0,-45.0,3.0,2204827.0,2200863.5,4.535503137503838e-07,4.543671252577042e-07,8947783.0,-24068256.0,5.282345227897167e-08,100000.0078125
multiring_spiral,90.0,corner_pos_pos,45.0,45.0,3.0,2198092.0,2193173.5,4.5494002165469283e-07,4.5596027575811604e-07,15875395.0,23375428.0,-2.8579961508512497e-07,99999.96875
multiring_spiral,90.0,center,0.0,0.0,5.0,591809.5,591403.625,1.6897329260245897e-06,1.6908925317693502e-06,-153304.390625,1972772.0,1.648440957069397e-07,100000.015625
multiring_spiral,90.0,x_neg_edge,-45.0,0.0,5.0,1480792.625,1480187.25,6.753140269211144e-07,6.755901722499402e-07,6811936.0,255129.578125,-4.656612873077393e-10,100000.0
multiring_spiral,90.0,x_pos_edge,45.0,0.0,5.0,1557529.25,1556766.0,6.420424938369251e-07,6.423572926905763e-07,-7199401.0,-755785.875,-5.2852556109428406e-08,100000.015625
multiring_spiral,90.0,y_neg_edge,0.0,-45.0,5.0,1511321.375,1510651.375,6.6167262957606e-07,6.619661121476383e-07,632993.625,-6577723.5,1.4901161193847656e-08,100000.03125
multiring_spiral,90.0,y_pos_edge,0.0,45.0,5.0,1532034.875,1531412.75,6.527266691591649e-07,6.529918437081506e-07,-251319.5,6835496.5,2.7939677238464355e-09,100000.0390625
multiring_spiral,90.0,corner_neg_neg,-45.0,-45.0,5.0,2164724.25,2164610.75,4.619525952875847e-07,4.619768105840194e-07,-4773677.0,-693859.0625,3.725290298461914e-09,100000.015625
multiring_spiral,90.0,corner_neg_pos,-45.0,45.0,5.0,2119342.5,2117614.25,4.718444586160331e-07,4.722295443571056e-07,-13967394.0,12874782.0,2.9802322387695312e-08,99999.96875
multiring_spiral,90.0,corner_pos_neg,45.0,-45.0,5.0,2079461.125,2070905.75,4.808938456335454e-07,4.828805231227307e-07,30104858.0,-29709674.0,3.5157427191734314e-08,100000.03125
multiring_spiral,90.0,corner_pos_pos,45.0,45.0,5.0,2086895.25,2085418.0,4.791807555193373e-07,4.795201675733551e-07,13382252.0,11264522.0,1.1082738637924194e-07,100000.0234375
multiring_spiral,90.0,center,0.0,0.0,7.0,608285.375,608145.125,1.6439652199551347e-06,1.6443443655589363e-06,964234.9375,-387433.5625,9.872019290924072e-08,99999.9921875
multiring_spiral,90.0,x_neg_edge,-45.0,0.0,7.0,1409985.875,1408681.5,7.092269811437291e-07,7.09883693161828e-07,-14388975.0,143082.828125,1.210719347000122e-08,100000.03125
multiring_spiral,90.0,x_pos_edge,45.0,0.0,7.0,1452684.625,1447888.375,6.883806804580672e-07,6.906609542056685e-07,27424790.0,758156.0625,2.3283064365386963e-09,99999.984375
multiring_spiral,90.0,y_neg_edge,0.0,-45.0,7.0,1387669.75,1387424.75,7.206325562947313e-07,7.207598287095607e-07,500164.1875,-5407265.0,3.725290298461914e-08,100000.0234375
multiring_spiral,90.0,y_pos_edge,0.0,45.0,7.0,1458526.5,1457340.75,6.856234904262237e-07,6.861812948955048e-07,-805703.375,12844653.0,-2.2351741790771484e-08,100000.0
multiring_spiral,90.0,corner_neg_neg,-45.0,-45.0,7.0,2282943.5,2282248.25,4.3803098037642485e-07,4.381644203022006e-07,-4491662.5,-11148925.0,8.207280188798904e-08,100000.0234375
multiring_spiral,90.0,corner_neg_pos,-45.0,45.0,7.0,2264000.0,2263542.75,4.416961019160226e-07,4.4178534608363407e-07,-4702386.0,8475023.0,1.862645149230957e-09,99999.9921875
multiring_spiral,90.0,corner_pos_neg,45.0,-45.0,7.0,2199192.25,2196881.75,4.547123921838647e-07,4.5519064428845013e-07,16421804.0,-14693132.0,1.5133991837501526e-08,100000.0
multiring_spiral,90.0,corner_pos_pos,45.0,45.0,7.0,2219211.0,2214009.25,4.5061059950057825e-07,4.516693081768608e-07,22031250.0,24721952.0,3.026798367500305e-08,100000.03125
multiring_spiral,90.0,center,0.0,0.0,10.0,581931.0,581518.25,1.7184167973027797e-06,1.7196364296978572e-06,1211000.875,1461390.25,-2.6448105927556753e-08,100000.0234375
multiring_spiral,90.0,x_neg_edge,-45.0,0.0,10.0,1526880.0,1526808.0,6.549303179781418e-07,6.549611839545832e-07,-982910.0625,573939.375,2.8463546186685562e-08,100000.0234375
multiring_spiral,90.0,x_pos_edge,45.0,0.0,10.0,1505932.5,1505190.375,6.640403853452881e-07,6.643678034379263e-07,12622328.0,1027021.75,-2.9802322387695312e-08,100000.03125
multiring_spiral,90.0,y_neg_edge,0.0,-45.0,10.0,1513147.75,1512489.125,6.608739795410656e-07,6.611617777707579e-07,-794074.75,11863888.0,-3.585591912269592e-08,99999.984375
multiring_spiral,90.0,y_pos_edge,0.0,45.0,10.0,1510040.375,1506307.75,6.622339583373105e-07,6.638749709964031e-07,-154136.734375,-35954148.0,1.955777406692505e-08,100000.0078125
multiring_spiral,90.0,corner_neg_neg,-45.0,-45.0,10.0,1983754.75,1983726.5,5.040945438850031e-07,5.041017629991984e-07,-1689673.375,-542691.625,3.166496753692627e-08,99999.984375
multiring_spiral,90.0,corner_neg_pos,-45.0,45.0,10.0,2001279.375,2000111.375,4.99680368193367e-07,4.999721454623796e-07,-3294612.0,-15070350.0,1.979060471057892e-08,100000.0
multiring_spiral,90.0,corner_pos_neg,45.0,-45.0,10.0,2096248.0,2094471.0,4.770428176925634e-07,4.774475428348524e-07,15315551.0,-3210131.75,-2.7939677238464355e-09,99999.984375
multiring_spiral,90.0,corner_pos_pos,45.0,45.0,10.0,2002289.5,2000813.875,4.994282676307193e-07,4.997966129849374e-07,-1203964.0,-14225820.0,-2.3283064365386963e-10,99999.9921875
